0,19999
1,5804
2,4199
3,3423
4,2381
5,2179
6,2021
7,1830
8,1594
9,1212
10,1170
11,1117
12,1064
13,1042
14,980
15,940
16,892
17,865
18,731
19,623
20,591
21,588
22,584
23,557
24,560
25,530
26,535
27,546
28,497
29,491
30,490
31,469
32,470
33,456
34,438
35,446
36,419
37,418
38,315
39,312
40,311
41,295
42,298
43,297
44,293
45,296
46,290
47,276
48,283
49,288
50,273
51,278
52,254
53,270
54,266
55,280
56,268
57,249
58,251
59,245
60,247
61,247
62,246
63,242
64,229
65,240
66,231
67,228
68,229
69,222
70,217
71,227
72,219
73,212
74,208
75,210
76,210
77,162
78,153
79,157
80,156
81,161
82,151
83,147
84,150
85,146
86,154
87,150
88,147
89,148
90,147
91,148
92,149
93,144
94,148
95,146
96,132
97,144
98,141
99,145
100,144
101,136
102,139
103,145
104,136
105,118
106,137
107,139
108,131
109,136
110,133
111,138
112,142
113,145
114,125
115,124
116,127
117,134
118,118
119,115
120,131
121,127
122,122
123,125
124,123
125,121
126,126
127,121
128,122
129,112
130,119
131,127
132,114
133,122
134,109
135,112
136,117
137,112
138,120
139,110
140,113
141,106
142,113
143,118
144,110
145,105
146,114
147,108
148,106
149,102
150,108
151,107
152,104
153,106
154,105
155,86
156,76
157,82
158,73
159,79
160,79
161,78
162,80
163,84
164,78
165,74
166,78
167,65
168,83
169,74
170,78
171,72
172,76
173,76
174,77
175,75
176,78
177,72
178,77
179,77
180,73
181,74
182,74
183,73
184,77
185,76
186,74
187,78
188,68
189,71
190,77
191,77
192,71
193,74
194,59
195,74
196,70
197,65
198,77
199,72
200,75
201,76
202,70
203,74
204,63
205,70
206,70
207,71
208,74
209,68
210,68
211,59
212,58
213,74
214,65
215,75
216,65
217,65
218,68
219,67
220,69
221,69
222,66
223,68
224,71
225,72
226,71
227,75
228,70
229,63
230,64
231,68
232,57
233,63
234,65
235,69
236,65
237,58
238,61
239,58
240,58
241,64
242,68
243,67
244,61
245,56
246,68
247,60
248,66
249,62
250,62
251,59
252,63
253,68
254,60
255,58
256,64
257,65
258,59
259,60
260,53
261,59
262,62
263,66
264,61
265,60
266,56
267,60
268,64
269,60
270,50
271,54
272,60
273,60
274,57
275,59
276,54
277,66
278,52
279,52
280,59
281,58
282,55
283,55
284,53
285,55
286,57
287,64
288,56
289,54
290,57
291,55
292,50
293,56
294,60
295,54
296,55
297,54
298,53
299,52
300,52
301,54
302,55
303,54
304,54
305,54
306,52
307,53
308,54
309,51
310,55
311,49
312,39
313,34
314,44
315,43
316,40
317,36
318,39
319,45
320,35
321,40
322,41
323,39
324,40
325,39
326,42
327,43
328,42
329,41
330,38
331,36
332,39
333,45
334,35
335,36
336,32
337,40
338,44
339,31
340,44
341,48
342,32
343,34
344,39
345,38
346,40
347,39
348,38
349,37
350,39
351,35
352,40
353,38
354,41
355,42
356,33
357,35
358,44
359,40
360,39
361,36
362,40
363,33
364,41
365,36
366,41
367,36
368,39
369,40
370,38
371,40
372,39
373,36
374,40
375,36
376,44
377,35
378,34
379,36
380,36
381,39
382,40
383,37
384,40
385,37
386,35
387,39
388,37
389,29
390,31
391,35
392,40
393,33
394,40
395,35
396,31
397,34
398,44
399,39
400,35
401,37
402,39
403,39
404,39
405,34
406,37
407,35
408,40
409,33
410,31
411,41
412,31
413,36
414,36
415,32
416,40
417,34
418,41
419,35
420,35
421,38
422,33
423,33
424,28
425,25
426,34
427,35
428,41
429,33
430,33
431,35
432,42
433,31
434,36
435,34
436,31
437,35
438,34
439,30
440,39
441,33
442,37
443,41
444,29
445,35
446,31
447,34
448,35
449,39
450,34
451,39
452,35
453,35
454,37
455,37
456,38
457,32
458,40
459,30
460,34
461,34
462,32
463,34
464,35
465,33
466,26
467,30
468,33
469,37
470,28
471,40
472,31
473,35
474,32
475,30
476,29
477,31
478,33
479,30
480,29
481,31
482,29
483,32
484,33
485,34
486,36
487,33
488,36
489,32
490,30
491,32
492,25
493,35
494,34
495,29
496,33
497,33
498,35
499,34
500,29
501,30
502,32
503,31
504,29
505,32
506,32
507,33
508,36
509,29
510,32
511,32
512,28
513,31
514,36
515,32
516,35
517,32
518,29
519,31
520,32
521,26
522,28
523,29
524,32
525,30
526,34
527,34
528,33
529,32
530,31
531,29
532,31
533,29
534,29
535,31
536,31
537,33
538,31
539,34
540,29
541,25
542,27
543,29
544,28
545,34
546,26
547,35
548,27
549,29
550,29
551,31
552,30
553,33
554,23
555,33
556,36
557,25
558,28
559,24
560,29
561,30
562,30
563,28
564,31
565,28
566,29
567,28
568,27
569,29
570,26
571,30
572,26
573,27
574,32
575,31
576,34
577,31
578,27
579,28
580,28
581,32
582,27
583,29
584,28
585,25
586,26
587,30
588,29
589,31
590,29
591,29
592,28
593,28
594,27
595,26
596,30
597,27
598,28
599,29
600,26
601,26
602,25
603,28
604,27
605,27
606,29
607,27
608,29
609,24
610,31
611,28
612,25
613,28
614,26
615,31
616,23
617,29
618,27
619,28
620,25
621,29
622,28
623,28
624,22
625,22
626,19
627,16
628,20
629,22
630,23
631,27
632,17
633,21
634,21
635,19
636,19
637,20
638,21
639,24
640,23
641,20
642,17
643,20
644,21
645,19
646,23
647,20
648,21
649,21
650,21
651,24
652,17
653,22
654,22
655,25
656,20
657,24
658,20
659,20
660,22
661,18
662,22
663,20
664,17
665,20
666,21
667,20
668,27
669,17
670,19
671,18
672,19
673,15
674,18
675,24
676,18
677,21
678,24
679,13
680,19
681,23
682,21
683,24
684,25
685,18
686,15
687,16
688,19
689,19
690,22
691,19
692,21
693,21
694,20
695,20
696,18
697,19
698,20
699,18
700,20
701,20
702,21
703,18
704,20
705,19
706,23
707,20
708,19
709,20
710,22
711,20
712,23
713,20
714,15
715,20
716,16
717,18
718,25
719,21
720,19
721,22
722,18
723,22
724,16
725,17
726,22
727,17
728,17
729,18
730,25
731,17
732,21
733,19
734,21
735,20
736,18
737,15
738,24
739,18
740,23
741,19
742,20
743,21
744,18
745,19
746,22
747,17
748,20
749,22
750,19
751,17
752,21
753,23
754,22
755,15
756,21
757,19
758,17
759,21
760,17
761,21
762,16
763,18
764,23
765,23
766,18
767,21
768,19
769,19
770,22
771,18
772,20
773,16
774,20
775,20
776,19
777,20
778,18
779,14
780,16
781,14
782,18
783,20
784,17
785,21
786,20
787,17
788,17
789,21
790,19
791,18
792,18
793,15
794,18
795,20
796,16
797,24
798,21
799,21
800,19
801,22
802,15
803,18
804,19
805,22
806,19
807,20
808,20
809,22
810,19
811,14
812,19
813,18
814,20
815,16
816,19
817,20
818,22
819,16
820,18
821,17
822,16
823,18
824,24
825,18
826,16
827,16
828,21
829,21
830,16
831,17
832,16
833,22
834,19
835,21
836,15
837,22
838,20
839,18
840,19
841,20
842,15
843,20
844,18
845,15
846,19
847,18
848,17
849,12
850,17
851,14
852,13
853,17
854,18
855,20
856,17
857,20
858,23
859,16
860,18
861,13
862,20
863,17
864,18
865,22
866,20
867,19
868,14
869,18
870,20
871,17
872,18
873,21
874,13
875,17
876,19
877,20
878,16
879,18
880,14
881,22
882,16
883,16
884,18
885,19
886,19
887,25
888,16
889,19
890,12
891,16
892,21
893,16
894,15
895,17
896,19
897,19
898,16
899,20
900,22
901,16
902,20
903,20
904,19
905,19
906,17
907,21
908,15
909,17
910,21
911,20
912,18
913,20
914,20
915,18
916,16
917,25
918,16
919,17
920,15
921,18
922,16
923,17
924,18
925,21
926,13
927,16
928,20
929,22
930,15
931,18
932,17
933,15
934,13
935,17
936,15
937,17
938,16
939,17
940,22
941,13
942,16
943,18
944,22
945,16
946,17
947,18
948,18
949,15
950,19
951,16
952,14
953,18
954,13
955,15
956,15
957,18
958,17
959,16
960,16
961,15
962,17
963,18
964,13
965,15
966,16
967,15
968,18
969,21
970,15
971,18
972,18
973,20
974,18
975,17
976,16
977,17
978,20
979,16
980,17
981,17
